x,y
0.0,0.02
0.001229050279329609,0.020000042601168392
0.002458100558659218,0.020000212368815898
0.003687150837988827,0.020000592912719696
0.004916201117318436,0.020001266887142283
0.006145251396648045,0.020002315990871114
0.007374301675977654,0.020003820967286222
0.008603351955307263,0.020005861604462313
0.009832402234636871,0.020008516735311288
0.01106145251396648,0.02001186423777044
0.01229050279329609,0.02001598103504106
0.013519553072625697,0.0200209430958816
0.014748603351955308,0.020026825434958963
0.015977653631284915,0.020033702113260964
0.017206703910614525,0.020041646238572585
0.018435754189944132,0.020050729966018033
0.019664804469273742,0.020061024498670175
0.020893854748603353,0.020072600088228577
0.02212290502793296,0.02008552603576676
0.023351955307262567,0.02009987069254907
0.02458100558659218,0.02011570146091695
0.025810055865921788,0.020133084795244234
0.027039106145251394,0.020152086202960565
0.028268156424581005,0.020172770245641798
0.029497206703910615,0.020195200540165822
0.030726256983240222,0.020219439759932067
0.03195530726256983,0.02024554963614252
0.03318435754189945,0.020273590959141868
0.03441340782122905,0.020303623579814217
0.03564245810055866,0.020335706411033366
0.036871508379888264,0.020369897429163605
0.03810055865921788,0.020406253675607704
0.039329608938547485,0.02044483125839855
0.040558659217877095,0.0204856853538307
0.041787709497206706,0.02052887020812802
0.043016759776536316,0.020574439139143332
0.04424581005586592,0.020622444538085902
0.04547486033519554,0.020672937871272466
0.04670391061452513,0.020725969681897348
0.04793296089385475,0.020781589591817192
0.04916201117318436,0.02083984630334561
0.050391061452513965,0.020900787601053107
0.051620111731843575,0.0209644603535675
0.05284916201117319,0.021030910515369972
0.05407821229050279,0.02110018312858194
0.055307262569832406,0.02117232232473778
0.05653631284916201,0.0212473713265385
0.05776536312849162,0.021325372449581416
0.05899441340782123,0.02140636710406085
0.060223463687150834,0.0214903957964349
0.061452513966480445,0.021577498131053377
0.06268156424581006,0.021667712811741957
0.06391061452513966,0.021761077643337623
0.06513966480446927,0.021857629533170643
0.0663687150837989,0.02195740449248817
0.06759776536312849,0.022060437637814765
0.0688268156424581,0.022166763192245163
0.07005586592178771,0.02227641448666458
0.07128491620111732,0.02238942396089213
0.07251396648044693,0.02250582316474272
0.07374301675977653,0.022625642759003223
0.07497206703910614,0.022748912516318495
0.07620111731843576,0.0228756613219831
0.07743016759776536,0.023005917174634686
0.07865921787709497,0.02313970718684502
0.07988826815642458,0.023277057585604784
0.08111731843575419,0.0234179937126985
0.0823463687150838,0.023562540024965883
0.08357541899441341,0.023710720094446237
0.08480446927374302,0.02386255660840248
0.08603351955307263,0.024018071369221707
0.08726256983240223,0.024177285294189145
0.08849162011173184,0.024340218415132734
0.08972067039106145,0.024506889877935464
0.09094972067039107,0.024677317941913038
0.09217877094972067,0.02485151997905437
